D 5 = 1
D 5 = 2
D 5 = 3
D 5 = 4
D 5 = 5
D 5 = 6
D 5 = 7
D 5 = 8
D 5 = 9
D 5 = 10
D 5 = 11
D 5 = 12
D 5 = 13
D 5 = 14
D 5 = 15
D 5 = 16
D 5 = 17
D 4 = 18
D 4 = 19
D 5 = 20
D 5 = 21
D 4 = 22
D 4 = 23
D 4 = 24
D 4 = 25
D 4 = 26
D 4 = 27
D 4 = 28
D 4 = 29
D 4 = 30
D 4 = 31
D 4 = 32
D 4 = 33
D 4 = 34
D 4 = 35
D 1 = 36
D 1 = 37
D 1 = 38
D 1 = 39
D 1 = 40
D 1 = 41
D 1 = 42
D 1 = 43
D 1 = 44
D 1 = 45
D 1 = 46
D 1 = 47
D 4 = 48
D 5 = 49
D 1 = 50
D 5 = 51
D 1 = 52
D 1 = 53
D 1 = 54
D 1 = 55
D 3 = 56
D 3 = 57
D 1 = 58
D 1 = 59
D 1 = 60
D 3 = 61
D 3 = 62
D 3 = 63
D 3 = 64
D 3 = 65
D 2 = 66
D 2 = 67
D 2 = 68
D 2 = 69
D 3 = 70
D 3 = 71
D 3 = 72
D 3 = 73
D 2 = 74
D 2 = 75
D 2 = 76
D 2 = 77
D 2 = 78
D 2 = 79
D 2 = 80
D 2 = 81
D 7 = 82
D 1 = 83
D 7 = 84
D 7 = 85
D 7 = 86
D 9 = 87
D 2 = 88
D 1 = 89
D 2 = 90
D 2 = 91
D 2 = 92
D 2 = 93
D 2 = 94
D 2 = 95
D 2 = 96
D 2 = 97
D 5 = 98
D 2 = 99
D 2 = 100
D 2 = 101
D 2 = 102
D 6 = 103
D 6 = 104
D 6 = 105
D 6 = 106
D 6 = 107
D 2 = 108
D 6 = 109
D 6 = 110
D 6 = 111
D 10 = 112
D 10 = 113
D 8 = 114
D 8 = 115
D 8 = 116
D 8 = 117
D 8 = 118
D 8 = 119
D 8 = 120
D 8 = 121
D 8 = 122
D 8 = 123
D 7 = 124
D 7 = 125
D 7 = 126
D 7 = 127
D 6 = 128
D 10 = 129
D 7 = 130
D 10 = 131
D 10 = 132
D 10 = 133
D 10 = 134
D 7 = 135
D 2 = 136
D 7 = 137
D 7 = 138
D 7 = 139
D 7 = 140
D 7 = 141
D 8 = 142
D 10 = 143
D 8 = 144
D 8 = 145
D 9 = 146
D 9 = 147
D 7 = 148
D 7 = 149
D 9 = 150
D 7 = 151
D 7 = 152
D 7 = 153
D 7 = 154
D 7 = 155
D 7 = 156
D 7 = 157
D 7 = 158
D 7 = 159
D 9 = 160
D 9 = 161
D 9 = 162
D 6 = 163
D 9 = 164
D 9 = 165
D 9 = 166
D 7 = 167
D 2 = 168
D 2 = 169
